controlled_company_number,controller_company_number,controller_name,notified_on,ceased_on,ceased,nature_of_control,legal_form,legal_authority,country_registered,place_registered,psc_kind,source_url,etag,depth_from_root
SC489526,05753751,Carillion Private Finance(Transport) Limited,2016-04-06,2020-03-31,true,ownership-of-shares-25-to-50-percent,Corporate,United Kingdom (England),England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/SC489526/persons-with-significant-control/corporate-entity/TQNyiPDc8Pk78Yx9hhIlF8pJVfk,2b9091cc28fe5feddcba319c06353f94159d63ab,3
SC489526,05753751,Carillion Private Finance(Transport) Limited,2016-04-06,2020-03-31,true,right-to-appoint-and-remove-directors,Corporate,United Kingdom (England),England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/SC489526/persons-with-significant-control/corporate-entity/TQNyiPDc8Pk78Yx9hhIlF8pJVfk,2b9091cc28fe5feddcba319c06353f94159d63ab,3
SC489526,05753751,Carillion Private Finance(Transport) Limited,2016-04-06,2020-03-31,true,voting-rights-25-to-50-percent,Corporate,United Kingdom (England),England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/SC489526/persons-with-significant-control/corporate-entity/TQNyiPDc8Pk78Yx9hhIlF8pJVfk,2b9091cc28fe5feddcba319c06353f94159d63ab,3
02294384,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02294384/persons-with-significant-control/corporate-entity/yBW8fKkyAJJjZNVqVSW55tMWKvU,91bebe1f1bf737ad229baf8f7668c9e28d353e70,1
02294384,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02294384/persons-with-significant-control/corporate-entity/yBW8fKkyAJJjZNVqVSW55tMWKvU,91bebe1f1bf737ad229baf8f7668c9e28d353e70,1
02294384,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02294384/persons-with-significant-control/corporate-entity/yBW8fKkyAJJjZNVqVSW55tMWKvU,91bebe1f1bf737ad229baf8f7668c9e28d353e70,1
07154960,07155049,Inspiredspaces Wolerhampton (Psp1) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07154960/persons-with-significant-control/corporate-entity/-zV4K05EMeGb7vF7HGsdYSOXpB0,960cfa4abb2a424a99bdf3d297b2a4fc1421c201,4
07154960,07155049,Inspiredspaces Wolerhampton (Psp1) Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07154960/persons-with-significant-control/corporate-entity/-zV4K05EMeGb7vF7HGsdYSOXpB0,960cfa4abb2a424a99bdf3d297b2a4fc1421c201,4
07154960,07155049,Inspiredspaces Wolerhampton (Psp1) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07154960/persons-with-significant-control/corporate-entity/-zV4K05EMeGb7vF7HGsdYSOXpB0,960cfa4abb2a424a99bdf3d297b2a4fc1421c201,4
06844186,08113991,Amber Lep Investments Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06844186/persons-with-significant-control/corporate-entity/YLRlM_5KUr-l1jHDx2fNxn958hQ,801343c8e73ecbf1d67f09e895aed0f757a33cf7,3
06844186,08113991,Amber Lep Investments Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06844186/persons-with-significant-control/corporate-entity/YLRlM_5KUr-l1jHDx2fNxn958hQ,801343c8e73ecbf1d67f09e895aed0f757a33cf7,3
15626975,14419831,Pfp-Igloo Developments Limited,2024-04-08,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,United Kingdom,United Kingdom,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15626975/persons-with-significant-control/corporate-entity/MKqKI8Ku9ZxuHJRvK7kbuszjs68,61dcad2e7958484241db1422484e345aead8ac8c,4
15626975,14419831,Pfp-Igloo Developments Limited,2024-04-08,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,United Kingdom,United Kingdom,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15626975/persons-with-significant-control/corporate-entity/MKqKI8Ku9ZxuHJRvK7kbuszjs68,61dcad2e7958484241db1422484e345aead8ac8c,4
15626975,14419831,Pfp-Igloo Developments Limited,2024-04-08,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,United Kingdom,United Kingdom,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15626975/persons-with-significant-control/corporate-entity/MKqKI8Ku9ZxuHJRvK7kbuszjs68,61dcad2e7958484241db1422484e345aead8ac8c,4
00398443,00077628,Carillion Jm Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00398443/persons-with-significant-control/corporate-entity/63Y4bBbMfIMn1LTEr2M4P9tusz4,24ed54954d80258bbbb21e44cf1bd453905a6b58,2
00398443,00077628,Carillion Jm Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00398443/persons-with-significant-control/corporate-entity/63Y4bBbMfIMn1LTEr2M4P9tusz4,24ed54954d80258bbbb21e44cf1bd453905a6b58,2
00398443,00077628,Carillion Jm Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00398443/persons-with-significant-control/corporate-entity/63Y4bBbMfIMn1LTEr2M4P9tusz4,24ed54954d80258bbbb21e44cf1bd453905a6b58,2
02404092,00737307,Planned Maintenance Engineering Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02404092/persons-with-significant-control/corporate-entity/SQdkcPKf4LdvKHOVTax5Btrc9Xg,e40fae34d20994145961804bd1821b2dfcd6021a,2
02404092,00737307,Planned Maintenance Engineering Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02404092/persons-with-significant-control/corporate-entity/SQdkcPKf4LdvKHOVTax5Btrc9Xg,e40fae34d20994145961804bd1821b2dfcd6021a,2
02404092,00737307,Planned Maintenance Engineering Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02404092/persons-with-significant-control/corporate-entity/SQdkcPKf4LdvKHOVTax5Btrc9Xg,e40fae34d20994145961804bd1821b2dfcd6021a,2
01141203,02217605,Sovereign Harbour Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01141203/persons-with-significant-control/corporate-entity/p4ZIw2CPEHjdpbE0YfpnKYvl3zA,b9ad11bef0aaf3e9336e399ec0c62ce31efb2eb2,3
01141203,02217605,Sovereign Harbour Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01141203/persons-with-significant-control/corporate-entity/p4ZIw2CPEHjdpbE0YfpnKYvl3zA,b9ad11bef0aaf3e9336e399ec0c62ce31efb2eb2,3
01141203,02217605,Sovereign Harbour Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01141203/persons-with-significant-control/corporate-entity/p4ZIw2CPEHjdpbE0YfpnKYvl3zA,b9ad11bef0aaf3e9336e399ec0c62ce31efb2eb2,3
00369692,01367044,Carillion (Am) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00369692/persons-with-significant-control/corporate-entity/sxPVNYRJb8msrYoZKdtGhFnkgOE,cc6c740d9f91630bbaac2151e16a0f3910040a55,2
00369692,01367044,Carillion (Am) Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00369692/persons-with-significant-control/corporate-entity/sxPVNYRJb8msrYoZKdtGhFnkgOE,cc6c740d9f91630bbaac2151e16a0f3910040a55,2
00369692,01367044,Carillion (Am) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00369692/persons-with-significant-control/corporate-entity/sxPVNYRJb8msrYoZKdtGhFnkgOE,cc6c740d9f91630bbaac2151e16a0f3910040a55,2
00883233,00594581,Carillion Construction Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00883233/persons-with-significant-control/corporate-entity/2e-VIn8SfhzU3UwBZn9b8YKVuUQ,5bb3097ac3c77f6a1c5723e40037cc23edf60319,2
00883233,00594581,Carillion Construction Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00883233/persons-with-significant-control/corporate-entity/2e-VIn8SfhzU3UwBZn9b8YKVuUQ,5bb3097ac3c77f6a1c5723e40037cc23edf60319,2
00883233,00594581,Carillion Construction Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00883233/persons-with-significant-control/corporate-entity/2e-VIn8SfhzU3UwBZn9b8YKVuUQ,5bb3097ac3c77f6a1c5723e40037cc23edf60319,2
00349002,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00349002/persons-with-significant-control/corporate-entity/qNnbmv8HSw-k2-HsN4xRGMRsCwQ,bef4fb3a326496246c2f022a324ca2aeee5d1975,1
00349002,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00349002/persons-with-significant-control/corporate-entity/qNnbmv8HSw-k2-HsN4xRGMRsCwQ,bef4fb3a326496246c2f022a324ca2aeee5d1975,1
00349002,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00349002/persons-with-significant-control/corporate-entity/qNnbmv8HSw-k2-HsN4xRGMRsCwQ,bef4fb3a326496246c2f022a324ca2aeee5d1975,1
08686441,08649446,Inspiredspaces Wolverhampton (Psp3) Limited,2016-04-06,2016-07-08,true,ownership-of-shares-50-to-75-percent,Private Company Limited By Shares,Companies Act 2006,United Kingdom,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/08686441/persons-with-significant-control/corporate-entity/PaLfD0r_ILAUGiIZINyBKX7HVdc,173856ef8d6a160ab2e0c92636eecd5350c38db0,4
15601094,10027959,Salboy Central Limited,2024-03-28,,false,right-to-appoint-and-remove-directors,Corporate,United Kingdom (England And Wales),England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15601094/persons-with-significant-control/corporate-entity/Hb1AQzPY9mj8eF8ul0FBcuOs0a4,b7210e44e73caa39f5e10bc5b7fb88c96252a53d,4
15601094,10027959,Salboy Central Limited,2024-03-28,,false,voting-rights-75-to-100-percent,Corporate,United Kingdom (England And Wales),England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15601094/persons-with-significant-control/corporate-entity/Hb1AQzPY9mj8eF8ul0FBcuOs0a4,b7210e44e73caa39f5e10bc5b7fb88c96252a53d,4
03523664,03783015,Carillion Cr Limited,2016-04-06,,false,ownership-of-shares-25-to-50-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03523664/persons-with-significant-control/corporate-entity/qivU1T8IGvSkKDRy3wMq0_fLf7I,1a6c639f607211747a1f7613bc1f2282cb5b2a1d,3
03523664,03783015,Carillion Cr Limited,2016-04-06,,false,voting-rights-25-to-50-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03523664/persons-with-significant-control/corporate-entity/qivU1T8IGvSkKDRy3wMq0_fLf7I,1a6c639f607211747a1f7613bc1f2282cb5b2a1d,3
